,Sentences
1708,Accepting a draft to prevent its being protested.
1709,"A formal declaration by a notary that a note was not paid at maturity, or that any other monetary obligation was not met when due."
1710,"A person appointed by the Court to take charge of a firm or corporation on its dissolution, and to distribute its property according to law."
1711,The recall authority conferred on another.
1712,The allowance made by law to persons who voluntarily assist in saving a ship or her cargo from destruction.
1713,One who attends to shipping goods.
1714,"One who shares in the profits of a firm, though his name does not appear, nor does he take an active part in its affairs."
1715,A sum of money set apart for the liquidation of debts.
1716,The capital of a corporation as shown by its shares.
1717,"That stock which entitles the owner to an equal proportionate dividend of the corporate profits and assets, with one shareholder or class of shareholders having no advantage or preference over another."
1718,That stock which entitles the owner to dividends out of the net profits before or in preference to the holder of common stock.
1719,"Stock which purports to represent, but does not honestly represent, money paid into the treasury of a corporation."
1720,A place where brokers and others meet to buy and sell stocks and bonds.
1721,One who owns shares in a joint stock company or corporation.
1722,The right which the seller has to stop the goods he has shipped any time before they reach the buyer.
